"","id","entidad","sexo","edad","nivel_esc","esc_cve","esc_nombre","lenguaje","cognitivas","sociales","tecnicas","puesto","year_exp","bin_year_exp","trabajos_n","palabras_n","validaciones_n","contactos_n","rimbo_n","carrera_cve","sostenimiento","experiencia","p1","p2","p3","puesto_1"
"2743",5914,9,"1","35","2",289,"INSTITUTO LATINOAMERICANO DE ESTUDIOS SUPERIORES",0,2,2,0,"4",9,1,1,63,0,365,4,7,"0","1",3,3,15000,1
"2748",5922,24,"2","35","2",2829,"UNIVERSIDAD AUTÓNOMA DE SAN LUIS POTOSÍ",1,0,2,3,"4",10,1,1,58,0,122,0,3,"1","1",5,5,11600,1
"2753",5933,24,"1","32","2",2829,"UNIVERSIDAD AUTÓNOMA DE SAN LUIS POTOSÍ",0,0,0,0,"3",6,1,1,9,0,94,0,4,"1","1",4,3,10500,1
"2754",5934,1,"2","32","2",40,"UNIVERSIDAD AUTÓNOMA DE AGUASCALIENTES",0,1,0,2,"4",6,1,1,33,0,94,0,2,"1","1",5,4,12500,1
"2759",5940,1,"2","35","2",40,"UNIVERSIDAD AUTÓNOMA DE AGUASCALIENTES",1,0,0,1,"4",5,1,1,22,0,409,0,2,"1","1",4,4,11600,1
"2761",5944,9,"1","31","2",855,"UNIVERSIDAD DE COLIMA",0,0,6,0,"4",7,1,1,44,0,124,1,5,"1","1",5,5,11200,1
"2768",5953,9,"2","29","2",1453,"UNIVERSIDAD DE GUADALAJARA",1,4,5,4,"4",5,1,1,73,0,410,2,4,"1","1",4,4,22000,1
"2773",5958,9,"1","32","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,0,1,0,"4",9,1,1,26,0,435,4,7,"1","1",3,3,19000,1
"2780",5965,9,"1","32","2",1453,"UNIVERSIDAD DE GUADALAJARA",1,3,3,1,"4",8,1,1,66,0,500,2,3,"1","1",3,3,16000,1
"2783",5968,9,"2","29","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,0,0,0,"4",6,1,1,34,0,500,1,6,"1","1",4,4,30000,1
"2786",5971,9,"2","28","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,0,0,0,"4",6,1,1,15,0,500,1,4,"1","1",3,3,13000,1
"2788",5973,9,"1","29","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,1,0,0,"4",5,1,1,93,0,500,1,6,"1","1",4,4,35000,1
"2790",5975,9,"2","30","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,6,0,1,"4",7,1,1,3,0,37,0,3,"1","1",5,5,14000,1
"2791",5976,9,"1","30","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,0,2,1,"4",7,1,1,46,0,434,1,4,"1","1",5,5,17500,1
"2794",5979,9,"1","29","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,0,0,1,"4",6,1,1,31,0,500,1,6,"1","1",3,3,18000,1
"2795",5980,9,"1","30","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,0,3,1,"4",5,1,2,17,0,500,0,7,"1","1",3,3,18000,1
"2796",5981,9,"1","29","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,2,5,1,"4",4,1,2,68,0,139,4,6,"1","1",4,4,30000,1
"2799",5985,9,"1","32","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,0,1,0,"1",5,1,1,44,0,500,0,4,"1","0",3,3,16000,0
"2804",5990,9,"1","27","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,0,0,1,"4",5,1,1,16,0,127,1,4,"1","1",2,2,10500,1
"2805",5991,9,"2","32","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,7,1,1,"4",8,1,2,56,0,491,2,3,"1","1",3,3,17000,1
"2812",5998,9,"2","33","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,0,6,0,"4",8,1,1,17,0,500,0,5,"1","1",2,2,15000,1
"2847",6002,9,"1","31","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,2,2,1,"4",5,1,1,68,0,500,4,3,"1","1",3,2,9500,1
"2848",6002,9,"1","31","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,2,2,1,"4",5,1,1,68,0,500,4,3,"1","0",3,2,9500,1
"2849",6002,9,"1","31","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,2,2,1,"4",5,1,1,68,0,500,4,3,"1","1",3,2,9500,1
"2850",6002,9,"1","31","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,2,2,1,"4",5,1,1,68,0,500,4,3,"1","0",3,2,9500,1
"2851",6002,9,"1","31","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,2,2,1,"4",5,1,1,68,0,500,4,3,"1","1",3,2,9500,1
"2852",6002,9,"1","31","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,2,2,1,"4",5,1,1,68,0,500,4,3,"1","0",3,2,9500,1
"2853",6002,9,"1","31","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,2,2,1,"4",5,1,1,68,0,500,4,3,"1","1",3,2,9500,1
"2854",6002,9,"1","31","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,2,2,1,"4",5,1,1,68,0,500,4,3,"1","0",3,2,9500,1
"2855",6002,9,"1","31","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,2,2,1,"4",5,1,1,68,0,500,4,3,"1","1",3,2,9500,1
"2856",6002,9,"1","31","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,2,2,1,"4",5,1,1,68,0,500,4,3,"1","0",3,2,9500,1
"2857",6002,9,"1","31","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,2,2,1,"4",5,1,1,68,0,500,4,3,"1","1",3,2,9500,1
"2858",6002,9,"1","31","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,2,2,1,"4",5,1,1,68,0,500,4,3,"1","0",3,2,9500,1
"2859",6002,9,"1","31","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,2,2,1,"4",5,1,1,68,0,500,4,3,"1","1",3,2,9500,1
"2860",6002,9,"1","31","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,2,2,1,"4",5,1,1,68,0,500,4,3,"1","0",3,2,9500,1
"2861",6002,9,"1","31","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,2,2,1,"4",5,1,1,68,0,500,4,3,"1","1",3,2,9500,1
"2862",6002,9,"1","31","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,2,2,1,"4",5,1,1,68,0,500,4,3,"1","0",3,2,9500,1
"2863",6002,9,"1","31","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,2,2,1,"4",5,1,1,68,0,500,4,3,"1","1",3,2,9500,1
"2864",6002,9,"1","31","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,2,2,1,"4",5,1,1,68,0,500,4,3,"1","0",3,2,9500,1
"2865",6002,9,"1","31","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,2,2,1,"4",5,1,1,68,0,500,4,3,"1","1",3,2,9500,1
"2866",6002,9,"1","31","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,2,2,1,"4",5,1,1,68,0,500,4,3,"1","0",3,2,9500,1
"2867",6002,9,"1","31","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,2,2,1,"4",5,1,1,68,0,500,4,3,"1","1",3,2,9500,1
"2868",6002,9,"1","31","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,2,2,1,"4",5,1,1,68,0,500,4,3,"1","0",3,2,9500,1
"2869",6002,9,"1","31","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,2,2,1,"4",5,1,1,68,0,500,4,3,"1","1",3,2,9500,1
"2870",6002,9,"1","31","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,2,2,1,"4",5,1,1,68,0,500,4,3,"1","0",3,2,9500,1
"2871",6002,9,"1","31","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,2,2,1,"4",5,1,1,68,0,500,4,3,"1","1",3,2,9500,1
"2872",6002,9,"1","31","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,2,2,1,"4",5,1,1,68,0,500,4,3,"1","0",3,2,9500,1
"2873",6002,9,"1","31","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,2,2,1,"4",5,1,1,68,0,500,4,3,"1","1",3,2,9500,1
"2874",6002,9,"1","31","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,2,2,1,"4",5,1,1,68,0,500,4,3,"1","0",3,2,9500,1
"2875",6002,9,"1","31","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,2,2,1,"4",5,1,1,68,0,500,4,3,"1","1",3,2,9500,1
"2876",6002,9,"1","31","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,2,2,1,"4",5,1,1,68,0,500,4,3,"1","0",3,2,9500,1
"2877",6002,9,"1","31","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,2,2,1,"4",5,1,1,68,0,500,4,3,"1","1",3,2,9500,1
"2878",6002,9,"1","31","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,2,2,1,"4",5,1,1,68,0,500,4,3,"1","0",3,2,9500,1
"2911",6004,9,"1","33","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,10,5,3,"4",10,1,1,152,0,115,6,9,"1","1",4,4,18000,1
"2912",6004,9,"1","33","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,10,5,3,"4",10,1,1,152,0,115,6,9,"1","1",4,4,18000,1
"2913",6004,9,"1","33","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,10,5,3,"4",10,1,1,152,0,115,6,9,"1","1",4,4,18000,1
"2914",6004,9,"1","33","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,10,5,3,"4",10,1,1,152,0,115,6,9,"1","1",4,4,18000,1
"2915",6004,9,"1","33","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,10,5,3,"4",10,1,1,152,0,115,6,9,"1","1",4,4,18000,1
"2916",6004,9,"1","33","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,10,5,3,"4",10,1,1,152,0,115,6,9,"1","1",4,4,18000,1
"2917",6004,9,"1","33","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,10,5,3,"4",10,1,1,152,0,115,6,9,"1","1",4,4,18000,1
"2918",6004,9,"1","33","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,10,5,3,"4",10,1,1,152,0,115,6,9,"1","1",4,4,18000,1
"2919",6004,9,"1","33","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,10,5,3,"4",10,1,1,152,0,115,6,9,"1","1",4,4,18000,1
"2920",6004,9,"1","33","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,10,5,3,"4",10,1,1,152,0,115,6,9,"1","1",4,4,18000,1
"2921",6004,9,"1","33","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,10,5,3,"4",10,1,1,152,0,115,6,9,"1","1",4,4,18000,1
"2922",6004,9,"1","33","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,10,5,3,"4",10,1,1,152,0,115,6,9,"1","1",4,4,18000,1
"2923",6004,9,"1","33","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,10,5,3,"4",10,1,1,152,0,115,6,9,"1","1",4,4,18000,1
"2924",6004,9,"1","33","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,10,5,3,"4",10,1,1,152,0,115,6,9,"1","1",4,4,18000,1
"2925",6004,9,"1","33","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,10,5,3,"4",10,1,1,152,0,115,6,9,"1","1",4,4,18000,1
"2926",6004,9,"1","33","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,10,5,3,"4",10,1,1,152,0,115,6,9,"1","1",4,4,18000,1
"2927",6004,9,"1","33","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,10,5,3,"4",10,1,1,152,0,115,6,9,"1","1",4,4,18000,1
"2928",6004,9,"1","33","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,10,5,3,"4",10,1,1,152,0,115,6,9,"1","1",4,4,18000,1
"2929",6004,9,"1","33","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,10,5,3,"4",10,1,1,152,0,115,6,9,"1","1",4,4,18000,1
"2930",6004,9,"1","33","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,10,5,3,"4",10,1,1,152,0,115,6,9,"1","1",4,4,18000,1
"2931",6004,9,"1","33","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,10,5,3,"4",10,1,1,152,0,115,6,9,"1","1",4,4,18000,1
"2932",6004,9,"1","33","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,10,5,3,"4",10,1,1,152,0,115,6,9,"1","1",4,4,18000,1
"2933",6004,9,"1","33","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,10,5,3,"4",10,1,1,152,0,115,6,9,"1","1",4,4,18000,1
"2934",6004,9,"1","33","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,10,5,3,"4",10,1,1,152,0,115,6,9,"1","1",4,4,18000,1
"2935",6004,9,"1","33","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,10,5,3,"4",10,1,1,152,0,115,6,9,"1","1",4,4,18000,1
"2936",6004,9,"1","33","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,10,5,3,"4",10,1,1,152,0,115,6,9,"1","1",4,4,18000,1
"2937",6004,9,"1","33","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,10,5,3,"4",10,1,1,152,0,115,6,9,"1","1",4,4,18000,1
"2938",6004,9,"1","33","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,10,5,3,"4",10,1,1,152,0,115,6,9,"1","1",4,4,18000,1
"2939",6004,9,"1","33","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,10,5,3,"4",10,1,1,152,0,115,6,9,"1","1",4,4,18000,1
"2940",6004,9,"1","33","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,10,5,3,"4",10,1,1,152,0,115,6,9,"1","1",4,4,18000,1
"2941",6004,9,"1","33","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,10,5,3,"4",10,1,1,152,0,115,6,9,"1","1",4,4,18000,1
"2942",6004,9,"1","33","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,10,5,3,"4",10,1,1,152,0,115,6,9,"1","1",4,4,18000,1
"3137",6008,9,"2","35","2",712,"UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO",1,4,6,3,"4",11,1,14,79,7,199,1,4,"1","1",5,5,18500,1
"3142",6013,9,"1","36","2",712,"UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO",1,3,0,4,"4",13,1,20,85,14,374,0,2,"1","1",1,1,9000,1
"3148",6019,9,"2","32","2",712,"UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO",1,1,0,0,"4",6,1,12,86,12,500,0,5,"1","1",4,4,20000,1
"3155",6026,9,"2","31","2",712,"UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO",1,10,12,2,"4",10,1,18,217,558,500,1,3,"1","1",3,4,15000,1
"3158",6029,9,"2","31","2",712,"UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO",1,5,7,1,"4",12,1,14,110,62,68,0,2,"1","0",2,3,12600,1
"3160",6031,9,"2","35","1",651,"UNIVERSIDAD TECNOLÓGICA DE MÉXICO",0,3,2,0,"4",14,1,10,122,0,132,0,3,"0","1",3,2,14000,1
"3161",6032,9,"1","32","2",712,"UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO",1,10,4,4,"4",5,1,20,181,18,317,0,6,"1","1",5,5,13500,1
"3168",6039,19,"1","33","1",2213,"UNIVERSIDAD AUTÓNOMA DE NUEVO LEÓN",0,1,1,0,"4",10,1,8,123,0,194,1,7,"1","1",5,5,12500,1
"3181",6052,19,"2","33","2",2213,"UNIVERSIDAD AUTÓNOMA DE NUEVO LEÓN",1,5,6,1,"2",9,1,20,217,265,500,2,3,"1","1",5,5,14500,0
"3185",6056,9,"2","36","1",590,"INSTITUTO TECNOLÓGICO AUTÓNOMO DE MÉXICO",1,7,10,4,"1",10,1,15,235,80,500,1,3,"0","1",5,4,12500,0
"3189",6060,9,"2","32","2",590,"INSTITUTO TECNOLÓGICO AUTÓNOMO DE MÉXICO",1,6,15,4,"2",10,1,12,166,118,500,6,3,"0","1",5,5,15500,0
"3200",6071,9,"1","34","2",590,"INSTITUTO TECNOLÓGICO AUTÓNOMO DE MÉXICO",1,9,13,10,"4",10,1,24,363,86,500,1,7,"0","1",5,5,19500,1
"3204",6075,9,"1","34","1",590,"INSTITUTO TECNOLÓGICO AUTÓNOMO DE MÉXICO",1,3,8,4,"4",8,1,18,88,123,500,1,4,"0","1",5,4,15500,1
"3216",6088,9,"2","36","2",590,"INSTITUTO TECNOLÓGICO AUTÓNOMO DE MÉXICO",1,12,5,4,"4",10,1,10,169,148,500,0,4,"0","1",5,5,16000,1
"3238",6110,9,"1","34","2",1623,"UNIVERSIDAD ANÁHUAC",1,9,12,6,"4",8,1,16,313,91,500,7,4,"0","1",5,4,13600,1
"3240",6112,9,"2","36","2",1623,"UNIVERSIDAD ANÁHUAC",1,9,10,3,"4",5,1,6,299,344,500,1,7,"0","1",5,4,12500,1
"3242",6114,9,"1","30","2",1623,"UNIVERSIDAD ANÁHUAC",1,9,5,6,"2",7,1,8,691,47,64,4,2,"0","1",4,3,10500,0
"3245",6117,9,"2","31","2",1635,"UNIVERSIDAD DEL VALLE DE MÉXICO",0,0,1,0,"4",4,1,6,39,8,251,0,2,"0","1",2,3,10500,1
"3248",6120,15,"2","31","2",1623,"UNIVERSIDAD ANÁHUAC",1,7,0,4,"1",10,1,24,240,208,500,4,4,"0","1",5,4,12500,0
"3250",6122,9,"2","34","2",1623,"UNIVERSIDAD ANÁHUAC",1,2,4,1,"1",10,1,20,167,8,244,2,2,"0","1",4,3,11500,0
"3252",6124,9,"2","35","1",461,"UNIVERSIDAD AUTÓNOMA DE CIUDAD JUÁREZ",1,4,4,4,"4",8,1,12,144,95,483,1,7,"1","1",3,3,11000,1
"3258",6130,9,"1","28","2",637,"UNIVERSIDAD LA SALLE, A.C. - CIUDAD DE MÉXICO",1,3,1,1,"4",4,1,6,59,0,182,0,4,"0","1",3,2,10500,1
"3263",6135,9,"1","33","1",637,"UNIVERSIDAD LA SALLE, A.C. - CIUDAD DE MÉXICO",1,10,15,7,"2",10,1,12,378,147,403,0,4,"0","1",5,4,11800,0
"3267",6139,9,"1","33","2",637,"UNIVERSIDAD LA SALLE, A.C. - CIUDAD DE MÉXICO",1,2,4,3,"1",12,1,16,116,17,500,2,4,"0","1",5,4,12500,0
"3270",6142,9,"2","35","2",645,"UNIVERSIDAD PANAMERICANA",1,16,7,3,"1",13,1,15,217,83,500,4,4,"0","0",5,5,14500,0
"3277",6149,9,"2","33","2",645,"UNIVERSIDAD PANAMERICANA",1,10,16,8,"4",10,1,16,313,332,500,0,4,"0","1",5,3,10000,1
"3286",6158,21,"2","35","2",3490,"UNIVERSIDAD TECNOLÓGICA DEL CENTRO DE MÉXICO",1,11,9,0,"2",13,1,19,222,222,500,1,7,"1","1",5,5,16500,0
"3287",6159,9,"2","30","1",3490,"UNIVERSIDAD TECNOLÓGICA DEL CENTRO DE MÉXICO",1,5,5,3,"4",10,1,10,396,50,500,0,7,"1","1",4,3,9000,1
"3292",6164,9,"2","31","2",3490,"UNIVERSIDAD TECNOLÓGICA DEL CENTRO DE MÉXICO",1,8,18,2,"4",7,1,30,191,4,196,1,4,"1","1",4,4,13500,1
"3294",6166,30,"1","38","2",3490,"UNIVERSIDAD TECNOLÓGICA DEL CENTRO DE MÉXICO",1,4,3,0,"2",9,1,8,87,6,83,0,3,"1","1",4,4,10000,0
"3296",6168,21,"2","35","2",3490,"UNIVERSIDAD TECNOLÓGICA DEL CENTRO DE MÉXICO",1,4,9,0,"3",7,1,12,257,62,419,1,4,"1","0",4,3,9500,1
"3298",6171,19,"2","32","2",3490,"UNIVERSIDAD TECNOLÓGICA DEL CENTRO DE MÉXICO",1,2,0,1,"4",7,1,10,97,0,74,0,7,"1","1",4,4,9500,1
"3301",6174,9,"2","30","2",3490,"UNIVERSIDAD TECNOLÓGICA DEL CENTRO DE MÉXICO",1,4,4,2,"2",2,1,8,259,5,267,0,4,"1","0",3,4,9500,0
"3305",6178,9,"1","35","1",3490,"UNIVERSIDAD TECNOLÓGICA DEL CENTRO DE MÉXICO",1,5,5,2,"4",10,1,14,207,73,500,3,3,"1","1",4,3,12000,1
"3309",6182,9,"2","33","2",3490,"UNIVERSIDAD TECNOLÓGICA DEL CENTRO DE MÉXICO",1,6,6,0,"2",8,1,12,387,34,176,0,5,"1","0",3,3,7500,0
"3315",6188,8,"2","36","1",452,"INSTITUTO TECNOLÓGICO DE CIUDAD CUAUHTÉMOC",1,8,7,1,"4",10,1,14,318,0,261,2,7,"1","1",4,4,12000,1
"3336",6210,9,"2","30","2",3145,"UNIVERSIDAD AUTÓNOMA DE TAMAULIPAS",1,5,1,4,"2",7,1,3,168,18,500,1,5,"1","1",4,3,17000,0
"3340",6214,30,"2","29","1",2020,"UNIVERSIDAD AUTÓNOMA DEL ESTADO DE MORELOS",1,6,9,2,"4",8,1,12,175,134,500,0,5,"1","1",5,4,20000,1
"3352",6227,9,"1","34","1",2020,"UNIVERSIDAD AUTÓNOMA DEL ESTADO DE MORELOS",1,3,5,0,"4",10,1,7,146,63,118,1,7,"1","1",4,3,18000,1
"3358",6233,22,"2","35","1",2020,"UNIVERSIDAD AUTÓNOMA DEL ESTADO DE MORELOS",1,2,3,0,"4",12,1,5,144,8,296,0,4,"1","1",3,3,10500,1
"3359",6234,22,"2","34","2",2020,"UNIVERSIDAD AUTÓNOMA DEL ESTADO DE MORELOS",1,0,1,1,"4",12,1,8,41,0,440,0,4,"1","1",3,3,9000,1
"3360",6235,9,"2","31","1",2020,"UNIVERSIDAD AUTÓNOMA DEL ESTADO DE MORELOS",1,5,4,0,"3",6,1,10,51,0,125,3,3,"1","1",5,4,12000,1
"3365",6240,9,"2","36","1",811,"UNIVERSIDAD AUTÓNOMA DE COAHUILA",1,4,7,1,"4",10,1,9,173,8,60,0,3,"1","0",3,2,8000,1
"3370",6245,5,"1","36","2",811,"UNIVERSIDAD AUTÓNOMA DE COAHUILA",1,3,4,0,"4",9,1,7,119,0,204,0,7,"1","1",3,2,8000,1
"3372",6247,5,"2","35","1",811,"UNIVERSIDAD AUTÓNOMA DE COAHUILA",1,0,5,2,"4",8,1,8,121,24,500,0,3,"1","1",5,4,12500,1
"3376",6251,5,"2","34","2",811,"UNIVERSIDAD AUTÓNOMA DE COAHUILA",1,6,7,2,"4",10,1,9,129,54,398,1,7,"1","1",3,2,6000,1
"3390",6266,24,"2","34","1",2829,"UNIVERSIDAD AUTÓNOMA DE SAN LUIS POTOSÍ",1,0,6,0,"4",8,1,5,39,1,500,0,4,"1","1",3,2,8000,1
"3403",6279,24,"1","29","2",2810,"UNIVERSIDAD TANGAMANGA",1,7,2,0,"2",15,1,12,185,0,109,1,7,"0","1",3,3,10500,0
"3404",6280,24,"1","32","1",2810,"UNIVERSIDAD TANGAMANGA",1,3,2,0,"1",9,1,7,55,0,38,0,4,"0","1",2,2,10000,0
"3405",6281,24,"2","32","2",2810,"UNIVERSIDAD TANGAMANGA",1,0,3,0,"4",10,1,6,121,129,500,0,7,"0","1",5,5,14200,1
"3415",6291,27,"2","34","2",3039,"UNIVERSIDAD JUÁREZ AUTÓNOMA DE TABASCO",1,7,14,8,"4",6,1,18,391,0,80,5,1,"1","1",5,4,15500,1
"3420",6296,22,"1","34","2",3039,"UNIVERSIDAD JUÁREZ AUTÓNOMA DE TABASCO",1,5,0,0,"4",3,1,18,65,0,76,0,6,"1","1",3,2,9000,1
"3433",6309,1,"2","32","2",40,"UNIVERSIDAD AUTÓNOMA DE AGUASCALIENTES",1,4,0,3,"4",6,1,2,148,0,500,0,2,"1","1",3,4,8000,1
"3434",6310,9,"1","31","2",40,"UNIVERSIDAD AUTÓNOMA DE AGUASCALIENTES",1,0,5,1,"2",8,1,13,94,8,253,1,3,"1","1",5,5,15500,0
"3435",6311,1,"1","37","2",40,"UNIVERSIDAD AUTÓNOMA DE AGUASCALIENTES",0,0,0,0,"4",5,1,12,41,4,274,0,7,"1","1",5,4,13600,1
"3439",6315,9,"1","30","2",329,"UNIVERSIDAD VALLE DEL GRIJALVA",1,9,4,0,"4",11,1,4,126,0,109,0,7,"0","1",4,3,9000,1
"3446",6322,23,"2","32","1",329,"UNIVERSIDAD VALLE DEL GRIJALVA",1,4,9,2,"3",10,1,10,417,3,500,2,7,"0","1",4,2,8000,1
"3455",6331,9,"1","31","2",461,"UNIVERSIDAD AUTÓNOMA DE CIUDAD JUÁREZ",0,5,0,2,"2",8,1,15,73,0,344,5,7,"1","1",4,3,10000,0
"3456",6332,14,"1","34","2",461,"UNIVERSIDAD AUTÓNOMA DE CIUDAD JUÁREZ",0,1,1,0,"4",5,1,14,70,0,309,0,2,"1","1",5,4,16500,1
"3460",6336,11,"1","36","2",461,"UNIVERSIDAD AUTÓNOMA DE CIUDAD JUÁREZ",1,6,0,1,"1",15,1,10,248,36,310,1,7,"1","1",5,5,18000,0
"3471",6347,9,"2","32","1",712,"UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO",1,4,7,0,"4",7,1,7,139,6,89,2,3,"1","1",5,4,7500,1
"3475",6351,9,"2","33","2",632,"UNIVERSIDAD INTERCONTINENTAL",1,3,0,1,"3",4,1,10,129,8,231,0,10,"0","1",3,3,6000,1
"3483",6360,9,"2","30","2",632,"UNIVERSIDAD INTERCONTINENTAL",1,0,3,0,"1",8,1,10,234,94,500,0,3,"0","1",2,2,8000,0
"3484",6361,9,"2","30","2",632,"UNIVERSIDAD INTERCONTINENTAL",1,2,2,1,"4",9,1,10,74,79,500,0,4,"0","0",2,2,4000,1
"3487",6364,9,"2","32","1",632,"UNIVERSIDAD INTERCONTINENTAL",1,5,8,1,"4",10,1,9,215,358,500,0,3,"0","0",3,3,6000,1
"3489",6366,9,"1","35","2",632,"UNIVERSIDAD INTERCONTINENTAL",1,5,5,3,"1",15,1,6,163,8,422,0,4,"0","0",5,4,8000,0
"3490",6367,9,"2","35","2",632,"UNIVERSIDAD INTERCONTINENTAL",1,6,6,6,"4",7,1,10,283,438,500,0,3,"0","1",5,4,9000,1
"3496",6373,9,"1","33","1",632,"UNIVERSIDAD INTERCONTINENTAL",1,10,8,4,"4",11,1,6,365,12,192,0,4,"0","1",3,3,14000,1
"3497",6374,9,"2","35","2",632,"UNIVERSIDAD INTERCONTINENTAL",1,9,3,2,"4",10,1,9,158,58,498,0,4,"0","1",3,1,8000,1
"3498",6375,9,"2","36","2",632,"UNIVERSIDAD INTERCONTINENTAL",1,1,5,0,"2",15,1,12,76,0,268,2,3,"0","1",4,3,13000,0
"3499",6376,9,"2","32","2",632,"UNIVERSIDAD INTERCONTINENTAL",1,2,0,0,"4",10,1,9,59,0,346,0,4,"0","1",2,3,11000,1
"3512",6390,1,"1","34","1",40,"UNIVERSIDAD AUTÓNOMA DE AGUASCALIENTES",1,2,0,1,"4",3,1,10,149,9,186,0,2,"1","1",3,3,10000,1
"3522",6400,9,"2","29","2",1650,"UNIVERSIDAD MEXICANA",1,5,2,1,"3",10,1,9,61,29,451,0,4,"0","1",2,3,10700,1
"3523",6401,9,"2","35","2",1650,"UNIVERSIDAD MEXICANA",1,6,9,3,"4",10,1,11,111,0,192,5,4,"0","0",4,2,9000,1
"3525",6403,9,"1","32","2",1650,"UNIVERSIDAD MEXICANA",1,5,4,2,"2",4,1,10,338,3,500,0,3,"0","1",5,4,12000,0
"3527",6405,9,"2","34","1",1650,"UNIVERSIDAD MEXICANA",1,5,5,0,"4",10,1,8,125,0,200,1,2,"0","1",3,3,5000,1
